loan_id,final_decision,reasons_for_decision,entered_date,missing_loan_payment,lender_return
52668902649,No Sale Lenders,"Lender-Debt-to-Income Ratio is 84%, which exceeds the threshold of 60%
",1/1/2020,0.0,False
48668898242,No Sale Lenders,"Lender-Debt-to-Income Ratio is 72%, which exceeds the threshold of 60%
",1/1/2020,0.0,False
41668888822,No Sale Lenders,"Lender-Debt-to-Income Ratio is 65%, which exceeds the threshold of 60%
",1/1/2020,0.0,False
19668905652,No Sale Lenders,"Lender-Debt-to-Income Ratio is 115%, which exceeds the threshold of 60%
",1/1/2020,0.0,False
41668904351,No Sale Lenders,DTI is High Risk at 51%,1/1/2020,0.0,False
75668906811,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is High Risk at 59%,1/1/2020,1.0,False
10668911795,No Sale Lenders,"Lender-Debt-to-Income Ratio is 81%, which exceeds the threshold of 60%",1/1/2020,0.0,False
34668785094,No Sale Lenders,"Lender-Debt-to-Income Ratio is 102%, which exceeds the threshold of 60%",1/1/2020,0.0,False
31668907746,No Sale Lenders,Lender return on 12/26/2019.,1/1/2020,0.0,True
16668914981,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is High Risk at 57%  ,1/1/2020,1.0,False
45668921936,No Sale Lenders,Missing payment for loan on 22-Nov-2019 from FIG LOANS ,1/1/2020,0.0,False
49668924617,No Sale Lenders,Lender return on 12/30/2019,1/1/2020,0.0,True
49668924250,No Sale Lenders,Missing payment for loan on 05-Nov-2019 from GREENTRUSTCASH.,1/1/2020,0.0,False
42668923126,No Sale Lenders,Missing loan payment from FINWISE OPPLOANS ADVANCE 191107 LAI000926809 ROBERTA GONZALES on 8th NOV 2019 of 146.57,1/1/2020,1.0,False
45668959283,No Sale Lenders, Lender Return on 10-Dec-2019	,1/2/2020,0.0,True
64669006252,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 50%",1/2/2020,1.0,False
73668869816,No Sale Lenders,DTI is High Risk at 57%,1/2/2020,0.0,False
99668879373,No Sale Lenders,Missing loan payment of CCF CASH CENTRAL loans pay PAULA Transfer on 03-Oct-2019	 ,1/2/2020,1.0,False
63668917115,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 69%, which exceeds the threshold of 60%",1/2/2020,1.0,False
22668895881,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 44%,1/2/2020,1.0,False
63668880962,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 184%, which exceeds the threshold of 60%",1/2/2020,1.0,False
73669035378,No Sale Lenders,"Lender-Debt-to-Income Ratio is 78%, which exceeds the threshold of 60%

12-Nov-2019	Reversal: SPOTLOAN DB 88868 16811 19102964	",1/2/2020,0.0,False
52668925474,No Sale Lenders,"Lender-Debt-to-Income Ratio is 143%, which exceeds the threshold of 60%",1/2/2020,0.0,False
98668815133,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 113%, which exceeds the threshold of 60%",1/2/2020,1.0,False
48669034626,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
",1/2/2020,1.0,False
36669035779,No Sale Lenders,"Lender-Debt-to-Income Ratio is 145%, which exceeds the threshold of 60%
31-Oct-2019	OVERDRAFT FEE FOR A TRANSACTION POSTED ON 10/30 $605.53 LENDUP LendUpLoan 191030 1611156897 Theresa L. Willis	",1/2/2020,0.0,False
52669000673,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 65%, which exceeds the threshold of 60%",1/2/2020,1.0,False
14669059949,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 122%, which exceeds the threshold of 60%",1/2/2020,1.0,False
76669004777,No Sale Lenders,Lender return on 20-Dec-2019 in another checking account.,1/2/2020,0.0,True
82669007648,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is High Risk at 45%,1/2/2020,1.0,False
69669065457,No Sale Lenders,Loan payment missing 04-Nov-2019 ACH Electronic Credit SAFELOAN 8883202380	,1/2/2020,0.0,False
60669065840,No Sale Lenders, Lender Return on 23-Dec-2019	,1/2/2020,0.0,True
55669002488,No Sale Lenders,Lender return on 19-Dec-2019.,1/2/2020,0.0,True
31669044988,No Sale Lenders,"Lender-Debt-to-Income Ratio is 156%, which exceeds the threshold of 60%",1/2/2020,0.0,False
32669048836,No Sale Lenders,Missing loan payment from SPEEDY CASH on 13th DEC 2019,1/2/2020,1.0,False
58669069948,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 58%",1/2/2020,1.0,False
78669043449,No Sale Lenders,Lender return on 24th DEC 2019,1/2/2020,0.0,True
13669060939,No Sale Lenders,	CREDITNINJA PMT DES:RETRY PYMT,1/2/2020,0.0,False
76669036784,No Sale Lenders,16-Dec-2019	OVERDRAFT FEE FOR A TRANSACTION POSTED ON 12/13 $83.75 EVERGREEN SERVIC 8663282556 121219 191212002916 3VQ MONICA PATINO	,1/2/2020,0.0,False
28669075748,No Sale Lenders,Missing payment for loan on 28-Oct-2019 from CHECK ADVANCE. ,1/2/2020,0.0,False
23669040235,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 110%, which exceeds the threshold of 60%",1/2/2020,1.0,False
36669063699,No Sale Lenders,"Lender-Debt-to-Income Ratio is 211%, which exceeds the threshold of 60%
",1/2/2020,0.0,False
57669076769,No Sale Lenders,There is retry payment against loan payment from Advance Financia on 1st NOV 2019 of $421.46,1/2/2020,0.0,False
25669051015,No Sale Lenders,Loan payment not done from last 30 days.,1/2/2020,0.0,False
93669037446,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 101%, which exceeds the threshold of 60%",1/2/2020,1.0,False
38669081074,No Sale Lenders,lender return on 25-Nov-2019,1/2/2020,0.0,True
54669085465,No Sale Lenders,Found Lender Return on 12/12/2019.,1/2/2020,0.0,True
44669057545,No Sale Lenders,lender return on 28-Oct-2019,1/2/2020,0.0,True
58669074627,No Sale Lenders,"Lender-Debt-to-Income Ratio is 69%, which exceeds the threshold of 60%
",1/2/2020,0.0,False
46669092047,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Medium Risk at 30%  ,1/2/2020,1.0,False
80668829291,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 44%,1/2/2020,1.0,False
94668538540,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 92%, which exceeds the threshold of 60%",1/2/2020,1.0,False
80669098912,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
DTI is Medium Risk at 34%",1/2/2020,1.0,False
63669057490,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Medium Risk at 29%,1/2/2020,1.0,False
55669108375,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Medium Risk at 32%,1/2/2020,1.0,False
43669073212,No Sale Lenders,"Getting regular income and maintained balance on payday. PDS done, no bad returns found. 2 recent loan.
",1/2/2020,0.0,False
88669081544,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold Lender-Debt-to-Income Ratio is 272%, which exceeds the threshold of 60%",1/2/2020,1.0,False
62669118136,No Sale Lenders,"Lender return on 16-Dec-2019 , 30-Dec-2019",1/2/2020,0.0,True
40668911810,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 91%, which exceeds the threshold of 60%",1/2/2020,1.0,False
30669116318,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Low Risk at 10%,1/2/2020,1.0,False
60669121549,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
DTI is Low Risk at 16%",1/2/2020,1.0,False
63667264790,No Sale Lenders,"Lender-Debt-to-Income Ratio is 75%, which exceeds the threshold of 60%
Loan payment missing 11/7/2019	WIRE IN AMERICAN WEB LOAN	",1/2/2020,0.0,False
15669122546,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 124%, which exceeds the threshold of 60%",1/2/2020,1.0,False
22669125242,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 77%, which exceeds the threshold of 60%",1/2/2020,1.0,False
54669084979,No Sale Lenders,Lender return on 29-Oct-2019,1/2/2020,0.0,True
73669122280,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold,1/2/2020,1.0,False
30669036629,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 68%, which exceeds the threshold of 60%",1/2/2020,1.0,False
11669129611,No Sale Lenders,lender rerturn  in another checking account on 21-Oct-2019	,1/3/2020,0.0,False
64669109219,No Sale Lenders,3 recent loan and payment due. ,1/3/2020,0.0,False
13668679936,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
",1/3/2020,1.0,False
71669054745,No Sale Lenders,Missing payment for loan  on 23-Oct-2019 from 23-Oct-2019,1/3/2020,0.0,False
16669136575,No Sale Lenders,Loan payment not done from 16-Oct-2019.,1/3/2020,0.0,False
17669131013,No Sale Lenders,"Lender-Debt-to-Income Ratio is 76%, which exceeds the threshold of 60%
  ",1/3/2020,0.0,False
41669032217,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Medium Risk at 26%,1/3/2020,1.0,False
39669101064,No Sale Lenders,Lender return on 31-Dec-2019.,1/3/2020,0.0,True
44669084790,No Sale Lenders,"Lender-Debt-to-Income Ratio is 131%, which exceeds the threshold of 60%",1/3/2020,0.0,False
36667331545,No Sale Lenders,Lender Return on 10/16/2019	.,1/3/2020,0.0,True
63669052988,No Sale Lenders,Lender return on 31-Dec-2019	,1/3/2020,0.0,True
93669116935,No Sale Lenders,DTI is High Risk at 56%,1/3/2020,0.0,False
92669133255,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
",1/3/2020,1.0,False
93669142730,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 55%",1/3/2020,1.0,False
22669162388,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 58%",1/3/2020,1.0,False
50669144652,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment, DTI is High Risk at 46%
",1/3/2020,1.0,False
49669144796,No Sale Lenders,"missing loan payment of CASHNETUSA17 on 10/30/2019	
",1/3/2020,1.0,False
50669155443,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 44%,1/3/2020,1.0,False
83669047628,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 361%, which exceeds the threshold of 60%",1/3/2020,1.0,False
81669126822,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Low Risk at 11%,1/3/2020,1.0,False
94669109882,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold,DTI is Medium Risk at 32%",1/3/2020,1.0,False
98669159497,No Sale Lenders,"Lender-Debt-to-Income Ratio is 61%, which exceeds the threshold of 60%",1/3/2020,0.0,False
47669118248,No Sale Lenders, Lender Return on 17-Dec-2019	,1/3/2020,0.0,True
28669167233,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Medium Risk at 26%,1/3/2020,1.0,False
42669171534,No Sale Lenders, missing loan payment of SIMPLE FAST LOAN 8665211445 191028 XXXXX8036 RACHEL BENAVIDEZ on 28-Oct-2019	,1/3/2020,1.0,False
32669162545,No Sale Lenders,LENDING CLUB RETRY PYMT ****  on 24th DEC 2019 of $171.99,1/3/2020,0.0,False
98669170513,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 100%, which exceeds the threshold of 60%",1/3/2020,1.0,False
71669174534,No Sale Lenders, Lender Return on 12-Nov-2019	,1/3/2020,0.0,True
94669074723,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
Lender-Debt-to-Income Ratio is 147%, which exceeds the threshold of 60%",1/3/2020,1.0,False
46669176754,No Sale Lenders,"Lender return on 14-Nov-2019
",1/3/2020,0.0,True
89669175465,No Sale Lenders,"Lender-Debt-to-Income Ratio is 65%, which exceeds the threshold of 60%",1/3/2020,0.0,False
12669176648,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold,DTI is Medium Risk at 25%",1/3/2020,1.0,False
54669081771,No Sale Lenders,Missing payment for loan on 28-Nov-2019 from Curo Financial,1/3/2020,0.0,False
98669181752,No Sale Lenders,"Lender-Debt-to-Income Ratio is 73%, which exceeds the threshold of 60%
",1/3/2020,0.0,False
35669176483,No Sale Lenders,There is OVERDRAFT FEE FOR A TRANSACTION POSTED ON 11/12 $50.00 LENDIFY FINANCIA 4153912431 110819 191108062329 4HO APOLONIO CARMONA on 14th NOV 2019,1/3/2020,0.0,False
65668568671,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 46%",1/3/2020,1.0,False
90669159518,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
11/26/2019	TEL MARINE CU ECM LOAN PAY - NA **0000000	
",1/3/2020,1.0,False
54669187060,No Sale Lenders, Lender Return on 16-Dec-2019	,1/3/2020,0.0,True
55669190294,No Sale Lenders,Lender return on 13th DEC 2019 from Speedy of $300,1/3/2020,0.0,True
71669189573,No Sale Lenders,Missing loan payment  of CashNetUSA CNU  on 12-Nov-2019	,1/3/2020,1.0,False
89669000544,No Sale Lenders,25-Oct-2019 Loan Payment CASHNETUSA 2 DES:CNU ID:64941749 ($229.66)	,1/3/2020,0.0,False
79669189960,No Sale Lenders,Loan payment not done from 03-Dec-2019 FFLC loans pay $200.00	,1/3/2020,0.0,False
99669159099,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 106%, which exceeds the threshold of 60%",1/3/2020,1.0,False
61669190486,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold Lender-Debt-to-Income Ratio is 62%, which exceeds the threshold of 60%",1/3/2020,1.0,False
68669191930,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold Lender-Debt-to-Income Ratio is 99%, which exceeds the threshold of 60%",1/3/2020,1.0,False
61669103742,No Sale Lenders,Missing payment for loan on 06-Nov-2019 25-Nov-2019 from CASHNETUSA,1/3/2020,0.0,False
86669188951,No Sale Lenders,Getting Regular paycheck But Already having more loan.,1/3/2020,0.0,False
90669196576,No Sale Lenders,DTI is High Risk at 52%,1/3/2020,0.0,False
88669175015,No Sale Lenders,lender return on another checking account of CREDITNINJA on 30-Dec-2019	,1/3/2020,0.0,True
96669196892,No Sale Lenders,lender return of VBS_Spotloan on 02-Jan-2020	,1/3/2020,0.0,True
95669147554,No Sale Lenders,missing loan payment oft FIRSTFIN FUND ADVANC ACH on 22-Nov-2019	,1/3/2020,1.0,False
62669038296,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 56%,1/3/2020,1.0,False
85669190075,No Sale Lenders,Found Lender Return in another checking account on 04-Sep-2019	,1/3/2020,0.0,True
67669201554,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 56%
 ",1/3/2020,1.0,False
97669129950,No Sale Lenders,Missing Loan payment from LENDUP taken on 25th OCT 2019 of $300,1/3/2020,1.0,False
73669087451,No Sale Lenders,"Lender-Debt-to-Income Ratio is 65%, which exceeds the threshold of 60%",1/3/2020,0.0,False
71669083954,No Sale Lenders,06-Dec-2019	FIRST LOAN HIST RTN 191206 fir1097292in Jimmy Beasley	,1/3/2020,0.0,False
28669214377,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 51%",1/3/2020,1.0,False
78669212183,No Sale Lenders,"DTI is High Risk at 48%
",1/3/2020,0.0,False
37669224439,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 42%",1/3/2020,1.0,False
50669220378,No Sale Lenders,"Lender-Debt-to-Income Ratio is 67%, which exceeds the threshold of 60%
",1/3/2020,0.0,False
34669226819,No Sale Lenders,"Lender-Debt-to-Income Ratio is 118%, which exceeds the threshold of 60%
Loan payment missing 17-Oct-2019 Advance Financia TYPE AutoPay CO Advance Financia TYPE AutoPay CO Advance Financia	",1/3/2020,0.0,False
42669232530,No Sale Lenders,Missing payment of EMONEYUSAP DES: Credits P ID: LAI- on 23-Oct-2019	,1/3/2020,0.0,False
46669241141,No Sale Lenders,DTI is High Risk at 51%,1/3/2020,0.0,False
58669236580,No Sale Lenders,Missing payment of  VBS FirstLoan 8883402911 191023 fir870951cd Robin Ross on 24-Oct-2019.,1/3/2020,0.0,False
58669223512,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 81%, which exceeds the threshold of 60%",1/3/2020,1.0,False
59669269713,No Sale Lenders,"DTI is High Risk at 60%
",1/3/2020,0.0,False
27669238043,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold,1/3/2020,1.0,False
68669263048,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 86%, which exceeds the threshold of 60%",1/3/2020,1.0,False
51668816423,No Sale Lenders,"Lender-Debt-to-Income Ratio is 70%, which exceeds the threshold of 60%
",1/3/2020,0.0,False
55669229646,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is Low Risk at 0%,1/3/2020,1.0,False
87669242155,No Sale Lenders,03-Jan-2020 Loan Payment Rejected - Ext WDL CASHNETUSA13 Transfer ($251.27),1/3/2020,0.0,False
90669241693,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
DTI is Medium Risk at 38%",1/3/2020,1.0,False
11669267152,No Sale Lenders,Loan payment not done from 26-Nov-2019 CNU CASHNETUSA14 PPD,1/3/2020,0.0,False
38669271571,No Sale Lenders,"
Missing loan payment causes the Ending balance on Payday to fall below the threshold,Lender-Debt-to-Income Ratio is 184%, which exceeds the threshold of 60",1/3/2020,1.0,False
43669256387,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
Lender-Debt-to-Income Ratio is 95%, which exceeds the threshold of 60%",1/3/2020,1.0,False
41669268422,No Sale Lenders,Lender return on 18-Dec-2019.,1/3/2020,0.0,True
34669262135,No Sale Lenders,19-Dec-2019 Loan Payment ZOCALOANS DB 8889801532($128.82)	,1/3/2020,0.0,False
10669278049,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is Medium Risk at 27%,1/3/2020,1.0,False
37669270143,No Sale Lenders,Loan payment not done from 20-Nov-2019 VBS BetterDay $525.00,1/3/2020,0.0,False
59669274035,No Sale Lenders,DTI is High Risk at 57%,1/3/2020,0.0,False
57669276936,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 55%,1/3/2020,1.0,False
93669268621,No Sale Lenders,"Lender-Debt-to-Income Ratio is 69%, which exceeds the threshold of 60%",1/3/2020,0.0,False
90669000439,No Sale Lenders,Missing loan payment 25-Nov-2019  VBS BigPicLoans $800.00 ,1/3/2020,1.0,False
93669260295,No Sale Lenders,Lender return on 10th SEPT 2019,1/3/2020,0.0,True
21669280821,No Sale Lenders,"30-Dec-2019	ACH - SPEEDYCASH 151 RRETRY PYM
",1/3/2020,0.0,False
94669266733,No Sale Lenders,"Lender-Debt-to-Income Ratio is 764%, which exceeds the threshold of 60%",1/3/2020,0.0,False
95669264955,No Sale Lenders,"Lender-Debt-to-Income Ratio is 84%, which exceeds the threshold of 60%",1/3/2020,0.0,False
98669294127,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
DTI is High Risk at 50%",1/3/2020,1.0,False
99669266322,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 58%,1/3/2020,1.0,False
90669282152,No Sale Lenders,Missing loan payment causes the Ending balance on Payday to fall below the threshold DTI is High Risk at 55%,1/3/2020,1.0,False
40669244894,No Sale Lenders,"Lender-Debt-to-Income Ratio is 100%, which exceeds the threshold of 60%",1/3/2020,0.0,False
70669079369,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 65%, which exceeds the threshold of 60%",1/3/2020,1.0,False
68669301282,No Sale Lenders,Missing payment for loan on 02-Dec-2019 from CASH AMERICA,1/3/2020,0.0,False
70669266687,No Sale Lenders,"Lender-Debt-to-Income Ratio is 181%, which exceeds the threshold of 60%",1/3/2020,0.0,False
19669304432,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment, DTI is High Risk at 56%
",1/3/2020,1.0,False
15669302682,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 65%, which exceeds the threshold of 60%",1/3/2020,1.0,False
86669297686,No Sale Lenders,The balance on payday is still higher than the threshold with the missing loan payment DTI is High Risk at 55%,1/3/2020,1.0,False
39669299338,No Sale Lenders,26-Dec-2019  OVERDRAFT FEE FOR A TRANSACTION POSTED ON 12/24 $419.09 CREDITNINJA PMT PAYMENT 191224 PLM584736 Erma Manning	,1/3/2020,0.0,False
59669307024,No Sale Lenders,"Missing loan payment causes the Ending balance on Payday to fall below the threshold
",1/3/2020,1.0,False
63669270272,No Sale Lenders,"Lender-Debt-to-Income Ratio is 75%, which exceeds the threshold of 60%",1/3/2020,0.0,False
23669302260,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment, DTI is High Risk at 42%
",1/3/2020,1.0,False
29669304331,No Sale Lenders,"Lender-Debt-to-Income Ratio is 72%, which exceeds the threshold of 60%",1/3/2020,0.0,False
32669314563,No Sale Lenders,DTI is High Risk at 59%,1/3/2020,0.0,False
69669316563,No Sale Lenders,Lender return on 22-Nov-2019,1/3/2020,0.0,True
85669315662,No Sale Lenders,18-Dec-2019 Loan Principal DEBT REDUCTION 1 DES:DEC 18 ID:1($584.00)	,1/3/2020,0.0,False
99669289326,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment, DTI is High Risk at 47%
",1/3/2020,1.0,False
61669196226,No Sale Lenders,Reversal: EMONEYUSAP  ON 24-Dec-2019	.,1/3/2020,0.0,False
76669065952,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment Lender-Debt-to-Income Ratio is 88%, which exceeds the threshold of 60%",1/3/2020,1.0,False
30669320998,No Sale Lenders,"Lender-Debt-to-Income Ratio is 96%, which exceeds the threshold of 60%
",1/3/2020,0.0,False
38669270449,No Sale Lenders,DTI is Medium Risk at 39%,1/3/2020,0.0,False
34669289820,No Sale Lenders,Loan payment missing 24-Oct-2019  VBS Radiant Cash 8555723227 191023 XXXXX1362 gregory crouse	,1/3/2020,0.0,False
33669310480,No Sale Lenders,Automatic Debit Force Pay Advance America RETRY PYMT ON 29-Nov-2019.,1/3/2020,0.0,False
71669316034,No Sale Lenders,"Lender-Debt-to-Income Ratio is 86%, which exceeds the threshold of 60%
",1/3/2020,0.0,False
65669096241,No Sale Lenders,Lender Return on 03-Jan-2020	,1/4/2020,0.0,True
99669326476,No Sale Lenders,"The balance on payday is still higher than the threshold with the missing loan payment
Lender-Debt-to-Income Ratio is 71%, which exceeds the threshold of 60%",1/4/2020,1.0,False
28669329667,No Sale Lenders,03-Jan-2020 Loan Payment Fee Withdrawal Overdrawn ACH- ACH ECC PPD-LOANME ($35.00)	,1/4/2020,0.0,False
